Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide

DATE,HOUR,STATION,NO2,RSP,O3,FSP
20/1/2024,11,CAUSEWAY BAY,N.A.,48,9,28
20/1/2024,12,CAUSEWAY BAY,102,53,10,30
20/1/2024,13,CAUSEWAY BAY,121,56,11,35
20/1/2024,14,CAUSEWAY BAY,126,73,12,46
20/1/2024,15,CAUSEWAY BAY,148,95,15,51
20/1/2024,16,CAUSEWAY BAY,202,93,17,61
20/1/2024,17,CAUSEWAY BAY,209,126,18,85
20/1/2024,18,CAUSEWAY BAY,181,138,12,88
20/1/2024,19,CAUSEWAY BAY,153,124,16,78
20/1/2024,20,CAUSEWAY BAY,95,99,41,62
20/1/2024,21,CAUSEWAY BAY,94,84,29,52
20/1/2024,22,CAUSEWAY BAY,79,78,29,51
20/1/2024,23,CAUSEWAY BAY,71,54,33,34
20/1/2024,24,CAUSEWAY BAY,89,52,15,31
21/1/2024,01,CAUSEWAY BAY,74,54,9,32
21/1/2024,02,CAUSEWAY BAY,50,50,33,30
21/1/2024,03,CAUSEWAY BAY,35,28,41,17
21/1/2024,04,CAUSEWAY BAY,33,24,36,15
21/1/2024,05,CAUSEWAY BAY,36,23,29,12
21/1/2024,06,CAUSEWAY BAY,38,23,24,13
21/1/2024,07,CAUSEWAY BAY,41,24,20,12
21/1/2024,08,CAUSEWAY BAY,46,23,14,14
21/1/2024,09,CAUSEWAY BAY,49,21,14,12
21/1/2024,10,CAUSEWAY BAY,57,25,13,16
21/1/2024,11,CAUSEWAY BAY,58,28,18,17
21/1/2024,12,CAUSEWAY BAY,58,29,24,18
21/1/2024,13,CAUSEWAY BAY,59,36,35,24
21/1/2024,14,CAUSEWAY BAY,47,36,50,25
21/1/2024,15,CAUSEWAY BAY,86,50,34,32
21/1/2024,16,CAUSEWAY BAY,72,39,53,27
21/1/2024,17,CAUSEWAY BAY,74,42,57,29
21/1/2024,18,CAUSEWAY BAY,79,41,57,26
21/1/2024,19,CAUSEWAY BAY,81,49,56,31
21/1/2024,20,CAUSEWAY BAY,71,43,53,28
21/1/2024,21,CAUSEWAY BAY,75,38,49,26
21/1/2024,22,CAUSEWAY BAY,79,44,46,30
21/1/2024,23,CAUSEWAY BAY,53,44,57,30
21/1/2024,24,CAUSEWAY BAY,48,43,49,29
22/1/2024,01,CAUSEWAY BAY,44,39,48,27
22/1/2024,02,CAUSEWAY BAY,26,44,61,30
22/1/2024,03,CAUSEWAY BAY,18,35,62,25
22/1/2024,04,CAUSEWAY BAY,22,27,53,20
22/1/2024,05,CAUSEWAY BAY,N.A.,31,43,21
22/1/2024,06,CAUSEWAY BAY,24,46,43,31
22/1/2024,07,CAUSEWAY BAY,41,46,29,29
22/1/2024,08,CAUSEWAY BAY,53,52,19,33
22/1/2024,09,CAUSEWAY BAY,60,51,15,34
22/1/2024,10,CAUSEWAY BAY,64,47,16,30
22/1/2024,11,CAUSEWAY BAY,62,54,14,32
22/1/2024,12,CAUSEWAY BAY,67,54,14,34
22/1/2024,13,CAUSEWAY BAY,80,54,14,33
22/1/2024,14,CAUSEWAY BAY,76,N.A.,16,N.A.
22/1/2024,15,CAUSEWAY BAY,75,N.A.,16,N.A.
22/1/2024,16,CAUSEWAY BAY,75,N.A.,15,N.A.
22/1/2024,17,CAUSEWAY BAY,65,46,17,24
22/1/2024,18,CAUSEWAY BAY,53,35,20,16
22/1/2024,19,CAUSEWAY BAY,66,34,27,16
22/1/2024,20,CAUSEWAY BAY,53,35,9,18
22/1/2024,21,CAUSEWAY BAY,44,37,16,20
22/1/2024,22,CAUSEWAY BAY,43,29,18,12
22/1/2024,23,CAUSEWAY BAY,48,27,18,12
22/1/2024,24,CAUSEWAY BAY,37,16,N.A.,7
23/1/2024,01,CAUSEWAY BAY,27,N.A.,30,N.A.
23/1/2024,02,CAUSEWAY BAY,N.A.,N.A.,33,N.A.
23/1/2024,03,CAUSEWAY BAY,24,13,32,7
23/1/2024,04,CAUSEWAY BAY,20,6,33,3
23/1/2024,05,CAUSEWAY BAY,N.A.,4,30,4
23/1/2024,06,CAUSEWAY BAY,21,7,34,7
23/1/2024,07,CAUSEWAY BAY,29,9,32,8
23/1/2024,08,CAUSEWAY BAY,49,8,17,7
23/1/2024,09,CAUSEWAY BAY,55,13,14,11
23/1/2024,10,CAUSEWAY BAY,61,20,12,16
23/1/2024,11,CAUSEWAY BAY,61,18,13,11
23/1/2024,12,CAUSEWAY BAY,66,28,14,18
23/1/2024,13,CAUSEWAY BAY,74,29,15,23
23/1/2024,14,CAUSEWAY BAY,80,36,17,26
23/1/2024,15,CAUSEWAY BAY,77,45,20,33
23/1/2024,16,CAUSEWAY BAY,85,54,20,37
23/1/2024,17,CAUSEWAY BAY,70,54,23,39
23/1/2024,18,CAUSEWAY BAY,75,44,28,30
23/1/2024,19,CAUSEWAY BAY,72,51,30,36
23/1/2024,20,CAUSEWAY BAY,64,47,21,33
23/1/2024,21,CAUSEWAY BAY,55,42,21,31
23/1/2024,22,CAUSEWAY BAY,55,44,22,30
23/1/2024,23,CAUSEWAY BAY,50,39,28,27
23/1/2024,24,CAUSEWAY BAY,36,32,40,25
24/1/2024,01,CAUSEWAY BAY,38,31,37,24
24/1/2024,02,CAUSEWAY BAY,31,30,41,25
24/1/2024,03,CAUSEWAY BAY,30,31,41,26
24/1/2024,04,CAUSEWAY BAY,24,27,47,22
24/1/2024,05,CAUSEWAY BAY,30,24,42,20
24/1/2024,06,CAUSEWAY BAY,28,28,43,24
24/1/2024,07,CAUSEWAY BAY,50,33,25,27
24/1/2024,08,CAUSEWAY BAY,62,38,16,29
24/1/2024,09,CAUSEWAY BAY,70,38,12,28
24/1/2024,10,CAUSEWAY BAY,75,41,13,29
24/1/2024,11,CAUSEWAY BAY,N.A.,47,N.A.,32
24/1/2024,12,CAUSEWAY BAY,N.A.,47,N.A.,30
24/1/2024,13,CAUSEWAY BAY,N.A.,41,N.A.,30
24/1/2024,14,CAUSEWAY BAY,N.A.,43,N.A.,32
24/1/2024,15,CAUSEWAY BAY,N.A.,42,N.A.,30
24/1/2024,16,CAUSEWAY BAY,99,46,16,32
24/1/2024,17,CAUSEWAY BAY,100,55,29,37
24/1/2024,18,CAUSEWAY BAY,85,51,22,34
24/1/2024,19,CAUSEWAY BAY,91,53,14,37
24/1/2024,20,CAUSEWAY BAY,79,63,31,45
24/1/2024,21,CAUSEWAY BAY,75,54,14,39
24/1/2024,22,CAUSEWAY BAY,85,50,11,35
24/1/2024,23,CAUSEWAY BAY,79,45,13,33
24/1/2024,24,CAUSEWAY BAY,72,37,14,27
25/1/2024,01,CAUSEWAY BAY,64,35,13,26
25/1/2024,02,CAUSEWAY BAY,57,34,21,24
25/1/2024,03,CAUSEWAY BAY,48,30,26,21
25/1/2024,04,CAUSEWAY BAY,41,27,32,21
25/1/2024,05,CAUSEWAY BAY,N.A.,25,35,20
25/1/2024,06,CAUSEWAY BAY,40,27,35,22
25/1/2024,07,CAUSEWAY BAY,57,28,21,21
25/1/2024,08,CAUSEWAY BAY,69,31,14,22
25/1/2024,09,CAUSEWAY BAY,87,35,9,25
25/1/2024,10,CAUSEWAY BAY,79,42,13,28
25/1/2024,11,CAUSEWAY BAY,92,44,12,25
25/1/2024,12,CAUSEWAY BAY,94,49,13,29
25/1/2024,13,CAUSEWAY BAY,96,56,16,31
25/1/2024,14,CAUSEWAY BAY,97,45,20,28
25/1/2024,15,CAUSEWAY BAY,117,48,14,29
25/1/2024,16,CAUSEWAY BAY,116,70,12,42
25/1/2024,17,CAUSEWAY BAY,136,78,11,48
25/1/2024,18,CAUSEWAY BAY,135,84,11,52
25/1/2024,19,CAUSEWAY BAY,130,95,19,59
25/1/2024,20,CAUSEWAY BAY,122,87,18,57
25/1/2024,21,CAUSEWAY BAY,92,83,18,54
25/1/2024,22,CAUSEWAY BAY,85,73,19,45
25/1/2024,23,CAUSEWAY BAY,77,62,18,39
25/1/2024,24,CAUSEWAY BAY,75,50,21,31
26/1/2024,01,CAUSEWAY BAY,76,42,16,25
26/1/2024,02,CAUSEWAY BAY,68,35,14,24
26/1/2024,03,CAUSEWAY BAY,62,34,19,23
26/1/2024,04,CAUSEWAY BAY,39,33,39,23
26/1/2024,05,CAUSEWAY BAY,39,36,34,25
26/1/2024,06,CAUSEWAY BAY,37,35,35,25
26/1/2024,07,CAUSEWAY BAY,51,37,24,26
26/1/2024,08,CAUSEWAY BAY,63,41,18,28
26/1/2024,09,CAUSEWAY BAY,76,44,12,30
26/1/2024,10,CAUSEWAY BAY,84,52,14,34
26/1/2024,11,CAUSEWAY BAY,83,55,15,36
26/1/2024,12,CAUSEWAY BAY,91,61,18,42
26/1/2024,13,CAUSEWAY BAY,96,77,19,59
26/1/2024,14,CAUSEWAY BAY,87,62,25,44
26/1/2024,15,CAUSEWAY BAY,96,67,21,47
26/1/2024,16,CAUSEWAY BAY,107,72,22,51
26/1/2024,17,CAUSEWAY BAY,133,73,12,50
26/1/2024,18,CAUSEWAY BAY,116,84,21,54
26/1/2024,19,CAUSEWAY BAY,84,76,40,50
26/1/2024,20,CAUSEWAY BAY,88,62,33,41
26/1/2024,21,CAUSEWAY BAY,91,72,14,47
26/1/2024,22,CAUSEWAY BAY,86,73,14,48
26/1/2024,23,CAUSEWAY BAY,74,66,14,43
26/1/2024,24,CAUSEWAY BAY,72,69,19,42
27/1/2024,01,CAUSEWAY BAY,66,60,20,39
27/1/2024,02,CAUSEWAY BAY,57,44,26,32
27/1/2024,03,CAUSEWAY BAY,54,43,35,32
27/1/2024,04,CAUSEWAY BAY,40,39,48,28
27/1/2024,05,CAUSEWAY BAY,N.A.,39,54,26
27/1/2024,06,CAUSEWAY BAY,44,41,46,27
27/1/2024,07,CAUSEWAY BAY,57,48,32,33
27/1/2024,08,CAUSEWAY BAY,68,52,20,35
27/1/2024,09,CAUSEWAY BAY,75,50,17,33
27/1/2024,10,CAUSEWAY BAY,80,50,14,33
27/1/2024,11,CAUSEWAY BAY,77,56,16,37
27/1/2024,12,CAUSEWAY BAY,83,69,23,45
27/1/2024,13,CAUSEWAY BAY,79,75,29,52
27/1/2024,14,CAUSEWAY BAY,91,79,29,55
27/1/2024,15,CAUSEWAY BAY,122,77,20,56
27/1/2024,16,CAUSEWAY BAY,118,85,14,59
27/1/2024,17,CAUSEWAY BAY,125,94,10,59
27/1/2024,18,CAUSEWAY BAY,108,99,16,61
27/1/2024,19,CAUSEWAY BAY,97,82,15,54
27/1/2024,20,CAUSEWAY BAY,98,81,17,55
27/1/2024,21,CAUSEWAY BAY,108,77,10,54
27/1/2024,22,CAUSEWAY BAY,99,68,11,48
27/1/2024,23,CAUSEWAY BAY,87,55,10,38
27/1/2024,24,CAUSEWAY BAY,77,54,10,42
28/1/2024,01,CAUSEWAY BAY,61,48,13,39
28/1/2024,02,CAUSEWAY BAY,47,43,18,36
28/1/2024,03,CAUSEWAY BAY,37,36,22,31
28/1/2024,04,CAUSEWAY BAY,28,33,28,29
28/1/2024,05,CAUSEWAY BAY,35,32,23,29
28/1/2024,06,CAUSEWAY BAY,34,29,20,26
28/1/2024,07,CAUSEWAY BAY,44,32,15,28
28/1/2024,08,CAUSEWAY BAY,48,33,12,29
28/1/2024,09,CAUSEWAY BAY,63,38,9,33
28/1/2024,10,CAUSEWAY BAY,65,27,8,23
28/1/2024,11,CAUSEWAY BAY,69,25,9,20
28/1/2024,12,CAUSEWAY BAY,67,34,15,27
28/1/2024,13,CAUSEWAY BAY,60,47,22,39
28/1/2024,14,CAUSEWAY BAY,57,42,26,34
28/1/2024,15,CAUSEWAY BAY,68,48,24,39
28/1/2024,16,CAUSEWAY BAY,64,56,34,44
28/1/2024,17,CAUSEWAY BAY,83,52,23,43
28/1/2024,18,CAUSEWAY BAY,81,45,26,36
28/1/2024,19,CAUSEWAY BAY,91,51,13,40
28/1/2024,20,CAUSEWAY BAY,79,54,17,45
28/1/2024,21,CAUSEWAY BAY,71,52,17,44
28/1/2024,22,CAUSEWAY BAY,70,48,11,38
28/1/2024,23,CAUSEWAY BAY,64,48,10,39
28/1/2024,24,CAUSEWAY BAY,48,42,14,33
29/1/2024,01,CAUSEWAY BAY,41,42,16,32
29/1/2024,02,CAUSEWAY BAY,32,39,20,32
29/1/2024,03,CAUSEWAY BAY,30,36,20,29
29/1/2024,04,CAUSEWAY BAY,29,36,22,29
29/1/2024,05,CAUSEWAY BAY,N.A.,42,21,35
29/1/2024,06,CAUSEWAY BAY,23,47,22,39
29/1/2024,07,CAUSEWAY BAY,39,46,11,38
29/1/2024,08,CAUSEWAY BAY,52,48,9,40
29/1/2024,09,CAUSEWAY BAY,56,52,10,43
29/1/2024,10,CAUSEWAY BAY,53,52,N.A.,42
29/1/2024,11,CAUSEWAY BAY,71,47,N.A.,37
29/1/2024,12,CAUSEWAY BAY,64,42,N.A.,34
29/1/2024,13,CAUSEWAY BAY,80,44,12,37
29/1/2024,14,CAUSEWAY BAY,86,52,21,43
29/1/2024,15,CAUSEWAY BAY,83,46,29,38
29/1/2024,16,CAUSEWAY BAY,78,48,26,38
29/1/2024,17,CAUSEWAY BAY,98,48,17,37
29/1/2024,18,CAUSEWAY BAY,90,52,27,40
29/1/2024,19,CAUSEWAY BAY,84,51,22,39
29/1/2024,20,CAUSEWAY BAY,91,42,19,33
29/1/2024,21,CAUSEWAY BAY,75,48,17,39
29/1/2024,22,CAUSEWAY BAY,76,53,20,42
29/1/2024,23,CAUSEWAY BAY,82,42,14,35
29/1/2024,24,CAUSEWAY BAY,73,49,N.A.,40
30/1/2024,01,CAUSEWAY BAY,47,60,35,45
30/1/2024,02,CAUSEWAY BAY,27,64,52,49
30/1/2024,03,CAUSEWAY BAY,46,55,43,44
30/1/2024,04,CAUSEWAY BAY,43,65,47,48
30/1/2024,05,CAUSEWAY BAY,35,68,50,49
30/1/2024,06,CAUSEWAY BAY,46,65,40,49
30/1/2024,07,CAUSEWAY BAY,66,58,20,44
30/1/2024,08,CAUSEWAY BAY,79,57,12,42
30/1/2024,09,CAUSEWAY BAY,86,41,16,34
30/1/2024,10,CAUSEWAY BAY,108,40,9,32
30/1/2024,11,CAUSEWAY BAY,87,45,15,33
30/1/2024,12,CAUSEWAY BAY,87,44,16,33
30/1/2024,13,CAUSEWAY BAY,97,47,13,37
30/1/2024,14,CAUSEWAY BAY,97,46,19,34
30/1/2024,15,CAUSEWAY BAY,92,54,23,40
30/1/2024,16,CAUSEWAY BAY,108,58,17,40
30/1/2024,17,CAUSEWAY BAY,67,51,42,33
30/1/2024,18,CAUSEWAY BAY,59,52,49,33
30/1/2024,19,CAUSEWAY BAY,82,50,31,33
30/1/2024,20,CAUSEWAY BAY,96,46,17,36
30/1/2024,21,CAUSEWAY BAY,48,40,63,31
30/1/2024,22,CAUSEWAY BAY,56,46,61,34
30/1/2024,23,CAUSEWAY BAY,36,56,71,39
30/1/2024,24,CAUSEWAY BAY,47,49,58,32
31/1/2024,01,CAUSEWAY BAY,69,60,32,36
31/1/2024,02,CAUSEWAY BAY,46,55,47,32
31/1/2024,03,CAUSEWAY BAY,30,52,62,32
31/1/2024,04,CAUSEWAY BAY,37,47,53,28
31/1/2024,05,CAUSEWAY BAY,N.A.,36,44,22
31/1/2024,06,CAUSEWAY BAY,35,50,51,30
31/1/2024,07,CAUSEWAY BAY,62,59,26,37
31/1/2024,08,CAUSEWAY BAY,70,47,20,34
31/1/2024,09,CAUSEWAY BAY,74,53,18,37
31/1/2024,10,CAUSEWAY BAY,N.A.,64,15,39
31/1/2024,11,CAUSEWAY BAY,72,58,20,35
31/1/2024,12,CAUSEWAY BAY,70,60,20,36
31/1/2024,13,CAUSEWAY BAY,85,61,18,36
31/1/2024,14,CAUSEWAY BAY,87,70,22,44
31/1/2024,15,CAUSEWAY BAY,85,65,29,38
31/1/2024,16,CAUSEWAY BAY,102,66,25,40
31/1/2024,17,CAUSEWAY BAY,96,64,20,36
31/1/2024,18,CAUSEWAY BAY,84,68,28,37
31/1/2024,19,CAUSEWAY BAY,86,61,25,35
31/1/2024,20,CAUSEWAY BAY,93,72,15,43
31/1/2024,21,CAUSEWAY BAY,78,72,21,44
31/1/2024,22,CAUSEWAY BAY,54,52,44,34
31/1/2024,23,CAUSEWAY BAY,38,47,57,30
31/1/2024,24,CAUSEWAY BAY,41,43,56,29
1/1/2024,01,TAP MUN,13,45,134,29
1/1/2024,02,TAP MUN,12,50,131,31
1/1/2024,03,TAP MUN,11,55,128,35
1/1/2024,04,TAP MUN,10,55,129,36
1/1/2024,05,TAP MUN,9,59,128,39
1/1/2024,06,TAP MUN,8,62,129,41
1/1/2024,07,TAP MUN,9,63,125,40
1/1/2024,08,TAP MUN,12,66,119,40
1/1/2024,09,TAP MUN,14,66,113,40
1/1/2024,10,TAP MUN,11,60,120,38
1/1/2024,11,TAP MUN,9,67,126,41
1/1/2024,12,TAP MUN,13,67,131,43
1/1/2024,13,TAP MUN,9,65,146,44
1/1/2024,14,TAP MUN,9,68,159,44
1/1/2024,15,TAP MUN,10,70,174,44
1/1/2024,16,TAP MUN,12,72,173,44
1/1/2024,17,TAP MUN,11,74,171,44
1/1/2024,18,TAP MUN,13,76,169,44
1/1/2024,19,TAP MUN,11,80,163,46
1/1/2024,20,TAP MUN,9,75,155,42
1/1/2024,21,TAP MUN,9,66,146,37
1/1/2024,22,TAP MUN,11,59,138,33
1/1/2024,23,TAP MUN,9,58,134,31
1/1/2024,24,TAP MUN,9,61,130,33
2/1/2024,01,TAP MUN,N.A.,57,N.A.,30
2/1/2024,02,TAP MUN,8,59,121,32
2/1/2024,03,TAP MUN,9,59,119,33
2/1/2024,04,TAP MUN,8,60,118,33
2/1/2024,05,TAP MUN,8,59,118,31
2/1/2024,06,TAP MUN,8,60,118,33
2/1/2024,07,TAP MUN,8,60,114,33
2/1/2024,08,TAP MUN,13,58,106,30
2/1/2024,09,TAP MUN,11,56,107,31
2/1/2024,10,TAP MUN,12,59,110,32
2/1/2024,11,TAP MUN,12,59,117,32
2/1/2024,12,TAP MUN,9,59,128,32
2/1/2024,13,TAP MUN,8,59,134,34
2/1/2024,14,TAP MUN,7,55,138,32
2/1/2024,15,TAP MUN,8,50,143,31
2/1/2024,16,TAP MUN,12,51,151,32
2/1/2024,17,TAP MUN,14,53,150,31
2/1/2024,18,TAP MUN,10,54,148,32
2/1/2024,19,TAP MUN,12,49,132,29
2/1/2024,20,TAP MUN,11,44,120,28
2/1/2024,21,TAP MUN,9,39,88,25
2/1/2024,22,TAP MUN,8,32,78,23
2/1/2024,23,TAP MUN,7,30,77,22
2/1/2024,24,TAP MUN,7,29,68,22
3/1/2024,01,TAP MUN,9,29,62,22
3/1/2024,02,TAP MUN,9,29,60,22
3/1/2024,03,TAP MUN,8,28,65,20
3/1/2024,04,TAP MUN,9,30,56,22
3/1/2024,05,TAP MUN,17,33,62,23
3/1/2024,06,TAP MUN,19,62,59,44
3/1/2024,07,TAP MUN,11,66,56,54
3/1/2024,08,TAP MUN,11,51,51,45
3/1/2024,09,TAP MUN,11,33,57,26
3/1/2024,10,TAP MUN,10,24,67,15
3/1/2024,11,TAP MUN,10,24,81,12
3/1/2024,12,TAP MUN,11,N.A.,94,N.A.
3/1/2024,13,TAP MUN,16,N.A.,104,N.A.
3/1/2024,14,TAP MUN,11,N.A.,117,N.A.
3/1/2024,15,TAP MUN,13,35,118,17
3/1/2024,16,TAP MUN,11,34,113,17
3/1/2024,17,TAP MUN,12,31,106,15
3/1/2024,18,TAP MUN,14,32,95,16
3/1/2024,19,TAP MUN,13,31,85,16
3/1/2024,20,TAP MUN,14,28,76,17
3/1/2024,21,TAP MUN,14,26,72,15
3/1/2024,22,TAP MUN,15,26,69,17
3/1/2024,23,TAP MUN,13,19,69,11
3/1/2024,24,TAP MUN,12,18,67,12
4/1/2024,01,TAP MUN,N.A.,18,N.A.,12
4/1/2024,02,TAP MUN,12,18,65,13
4/1/2024,03,TAP MUN,14,16,64,11
4/1/2024,04,TAP MUN,11,14,68,9
4/1/2024,05,TAP MUN,14,16,63,11
4/1/2024,06,TAP MUN,14,18,62,12
4/1/2024,07,TAP MUN,17,17,59,11
4/1/2024,08,TAP MUN,17,19,58,12
4/1/2024,09,TAP MUN,17,21,59,13
4/1/2024,10,TAP MUN,16,25,67,15
4/1/2024,11,TAP MUN,13,28,90,17
4/1/2024,12,TAP MUN,10,33,111,19
4/1/2024,13,TAP MUN,9,31,125,17
4/1/2024,14,TAP MUN,10,32,133,18
4/1/2024,15,TAP MUN,8,29,141,15
4/1/2024,16,TAP MUN,9,34,144,18
4/1/2024,17,TAP MUN,7,36,143,18
4/1/2024,18,TAP MUN,9,36,141,19
4/1/2024,19,TAP MUN,9,32,129,16
4/1/2024,20,TAP MUN,8,27,112,15
4/1/2024,21,TAP MUN,8,24,103,14
4/1/2024,22,TAP MUN,8,20,90,13
4/1/2024,23,TAP MUN,8,21,78,15
4/1/2024,24,TAP MUN,9,20,71,15
5/1/2024,01,TAP MUN,9,18,72,13
5/1/2024,02,TAP MUN,9,25,104,17
5/1/2024,03,TAP MUN,10,30,87,18
5/1/2024,04,TAP MUN,11,28,107,17
5/1/2024,05,TAP MUN,11,37,114,19
5/1/2024,06,TAP MUN,9,35,91,20
5/1/2024,07,TAP MUN,10,28,103,16
5/1/2024,08,TAP MUN,13,39,102,20
5/1/2024,09,TAP MUN,12,35,104,18
5/1/2024,10,TAP MUN,12,35,116,17
5/1/2024,11,TAP MUN,11,39,131,21
5/1/2024,12,TAP MUN,12,41,142,22
5/1/2024,13,TAP MUN,12,43,153,24
5/1/2024,14,TAP MUN,13,41,156,22
5/1/2024,15,TAP MUN,8,37,162,19
5/1/2024,16,TAP MUN,10,41,168,23
5/1/2024,17,TAP MUN,10,40,161,22
5/1/2024,18,TAP MUN,9,36,139,19
5/1/2024,19,TAP MUN,8,35,143,20
5/1/2024,20,TAP MUN,7,29,101,18
5/1/2024,21,TAP MUN,6,21,93,16
5/1/2024,22,TAP MUN,6,20,92,15
5/1/2024,23,TAP MUN,6,16,73,11
5/1/2024,24,TAP MUN,8,17,57,13
6/1/2024,01,TAP MUN,N.A.,16,N.A.,11
6/1/2024,02,TAP MUN,9,17,49,13
6/1/2024,03,TAP MUN,7,18,53,14
6/1/2024,04,TAP MUN,10,16,48,12
6/1/2024,05,TAP MUN,16,19,41,14
6/1/2024,06,TAP MUN,13,21,41,16
6/1/2024,07,TAP MUN,11,21,36,16
6/1/2024,08,TAP MUN,15,19,35,14
6/1/2024,09,TAP MUN,19,18,46,12
6/1/2024,10,TAP MUN,38,34,48,24
6/1/2024,11,TAP MUN,20,43,121,27
6/1/2024,12,TAP MUN,22,49,165,28
6/1/2024,13,TAP MUN,18,53,205,30
6/1/2024,14,TAP MUN,23,56,171,34
6/1/2024,15,TAP MUN,10,46,178,28
6/1/2024,16,TAP MUN,14,39,175,24
6/1/2024,17,TAP MUN,18,41,169,25
6/1/2024,18,TAP MUN,15,40,169,25
6/1/2024,19,TAP MUN,26,39,138,27
6/1/2024,20,TAP MUN,20,41,131,30
6/1/2024,21,TAP MUN,18,37,105,28
6/1/2024,22,TAP MUN,16,39,83,30
6/1/2024,23,TAP MUN,13,42,68,34
6/1/2024,24,TAP MUN,12,33,64,28
7/1/2024,01,TAP MUN,10,35,69,29
7/1/2024,02,TAP MUN,9,35,72,29
7/1/2024,03,TAP MUN,8,32,73,26
7/1/2024,04,TAP MUN,8,36,69,29
7/1/2024,05,TAP MUN,9,42,87,34
7/1/2024,06,TAP MUN,10,42,89,33
7/1/2024,07,TAP MUN,13,42,106,31
7/1/2024,08,TAP MUN,12,38,67,27
7/1/2024,09,TAP MUN,12,38,93,28
7/1/2024,10,TAP MUN,13,50,131,35
7/1/2024,11,TAP MUN,13,58,141,39
7/1/2024,12,TAP MUN,10,57,145,37
7/1/2024,13,TAP MUN,11,47,143,30
7/1/2024,14,TAP MUN,8,45,152,29
7/1/2024,15,TAP MUN,11,47,164,31
7/1/2024,16,TAP MUN,11,53,179,35
7/1/2024,17,TAP MUN,11,53,174,32
7/1/2024,18,TAP MUN,11,53,164,30
7/1/2024,19,TAP MUN,8,50,160,26
7/1/2024,20,TAP MUN,8,48,154,24
7/1/2024,21,TAP MUN,9,55,151,31
7/1/2024,22,TAP MUN,8,56,141,33
7/1/2024,23,TAP MUN,9,56,135,32
7/1/2024,24,TAP MUN,9,61,132,35
8/1/2024,01,TAP MUN,N.A.,64,N.A.,35
8/1/2024,02,TAP MUN,8,66,133,37
8/1/2024,03,TAP MUN,10,71,140,42
8/1/2024,04,TAP MUN,12,71,143,43
8/1/2024,05,TAP MUN,10,70,140,45
8/1/2024,06,TAP MUN,11,71,135,46
8/1/2024,07,TAP MUN,11,69,134,44
8/1/2024,08,TAP MUN,11,73,132,46
8/1/2024,09,TAP MUN,10,77,131,49
8/1/2024,10,TAP MUN,10,75,129,47
8/1/2024,11,TAP MUN,11,72,133,47
8/1/2024,12,TAP MUN,10,71,143,48
8/1/2024,13,TAP MUN,9,65,150,45
8/1/2024,14,TAP MUN,9,55,156,37
8/1/2024,15,TAP MUN,9,54,165,37
8/1/2024,16,TAP MUN,10,53,166,34
8/1/2024,17,TAP MUN,12,50,168,31
8/1/2024,18,TAP MUN,13,52,161,31
8/1/2024,19,TAP MUN,15,53,160,31
8/1/2024,20,TAP MUN,30,57,133,32
8/1/2024,21,TAP MUN,16,57,140,33
8/1/2024,22,TAP MUN,13,51,109,29
8/1/2024,23,TAP MUN,12,39,109,26
8/1/2024,24,TAP MUN,13,39,99,27
9/1/2024,01,TAP MUN,12,39,87,28
9/1/2024,02,TAP MUN,13,39,111,24
9/1/2024,03,TAP MUN,13,51,105,27
9/1/2024,04,TAP MUN,15,51,87,29
9/1/2024,05,TAP MUN,16,42,73,25
9/1/2024,06,TAP MUN,12,37,65,25
9/1/2024,07,TAP MUN,11,38,67,26
9/1/2024,08,TAP MUN,13,38,61,26
9/1/2024,09,TAP MUN,11,35,70,23
9/1/2024,10,TAP MUN,15,46,101,26
9/1/2024,11,TAP MUN,12,55,120,32
9/1/2024,12,TAP MUN,14,60,134,35
9/1/2024,13,TAP MUN,13,59,152,34
9/1/2024,14,TAP MUN,18,64,160,38
9/1/2024,15,TAP MUN,13,65,181,40
9/1/2024,16,TAP MUN,10,55,172,32
9/1/2024,17,TAP MUN,17,49,146,26
9/1/2024,18,TAP MUN,17,43,134,22
9/1/2024,19,TAP MUN,14,41,127,23
9/1/2024,20,TAP MUN,11,36,91,21
9/1/2024,21,TAP MUN,13,29,77,19
9/1/2024,22,TAP MUN,12,29,63,20
9/1/2024,23,TAP MUN,16,27,42,20
9/1/2024,24,TAP MUN,16,24,36,17
10/1/2024,01,TAP MUN,N.A.,26,N.A.,19
10/1/2024,02,TAP MUN,N.A.,28,N.A.,20
10/1/2024,03,TAP MUN,13,29,50,21
10/1/2024,04,TAP MUN,13,26,64,19
10/1/2024,05,TAP MUN,9,16,75,14
10/1/2024,06,TAP MUN,6,11,79,10
10/1/2024,07,TAP MUN,8,10,73,8
10/1/2024,08,TAP MUN,9,10,67,8
10/1/2024,09,TAP MUN,10,8,63,6
10/1/2024,10,TAP MUN,9,11,67,7
10/1/2024,11,TAP MUN,10,15,75,10
10/1/2024,12,TAP MUN,9,40,84,32
10/1/2024,13,TAP MUN,8,26,98,16
10/1/2024,14,TAP MUN,8,26,103,14
10/1/2024,15,TAP MUN,7,21,107,13
10/1/2024,16,TAP MUN,8,22,111,11
